ID,EGRID,Nummer,BFSNr,Check_EGRID,Flaeche,parcel_area_m2,Bemerkung
TEST-00290,CH707700798973,204,3946.0,EGRID in AV gefunden,77.0,77.33065500144919,
TEST-00959,CH440631779039,B6398,198.0,EGRID in AV gefunden,1182.0,1182.2496840018725,
TEST-00061,CH690671596561,1210,1707.0,EGRID in AV gefunden,1201.0,1201.3235055077998,
TEST-00541,CH671677775846,321,60.0,EGRID in AV gefunden,465.0,464.544778996789,
TEST-00570,CH773547174658,431,329.0,EGRID in AV gefunden,580.0,579.535546500777,
TEST-00877,CH867702127640,887,3396.0,EGRID in AV gefunden,5010.0,5009.980789499341,
TEST-00596,CH694609823582,122,939.0,EGRID in AV gefunden,3063.0,3062.7889864981917,
TEST-00747,CH773597324648,503,538.0,EGRID in AV gefunden,3049.0,3048.9865779757315,
TEST-00273,CH407788181726,415,3788.0,EGRID in AV gefunden,11477.0,11476.520076998946,
TEST-00657,CH821452523086,6837,6089.0,EGRID in AV gefunden,124206.0,124205.98959299564,
TEST-00882,CH850001786681,32605,3762.0,EGRID in AV gefunden,1546.0,1546.1332805019142,
TEST-00426,CH898679386852,12444,3921.0,EGRID in AV gefunden,13455.0,13455.407575500785,
TEST-00012,CH510636329047,3488,2619.0,EGRID in AV gefunden,234.0,233.98964449875112,
TEST-00958,CH916358659411,7689,6633.0,EGRID in AV gefunden,771.0,771.2649429971286,
TEST-00896,CH739077837054,218,82.0,EGRID in AV gefunden,93.0,93.38283649734475,
TEST-00057,CH772977919171,1257,3313.0,EGRID in AV gefunden,294.0,293.7670925019466,
TEST-00675,CH996582746367,1449,6601.0,EGRID in AV gefunden,2697.0,2697.2914580074785,
TEST-00788,CH476678617745,3266,6113.0,EGRID in AV gefunden,174.0,174.2480104991953,
TEST-00441,CH457367898921,2443,4100.0,EGRID in AV gefunden,387.0,387.28996049473886,
TEST-00919,CH512471297744,579,3202.0,EGRID in AV gefunden,24618.0,24618.38698152751,
TEST-00689,CH140702934581,1302,5171.0,EGRID in AV gefunden,3375.0,3376.7949664974553,
TEST-00448,CH640702018946,225,5254.0,EGRID in AV gefunden,151.0,151.41850500242285,
TEST-00274,CH388728997758,3000,4536.0,EGRID in AV gefunden,253.0,252.70732650094692,
TEST-00161,CH640702868091,2061,5097.0,EGRID in AV gefunden,559.0,554.5870014988379,
TEST-00459,CH807706473241,105,2511.0,EGRID in AV gefunden,2486.0,2485.7076084979476,
TEST-00330,CH127770268536,2972,173.0,EGRID in AV gefunden,27409.0,27409.36078401307,
TEST-00240,CH528840020723,647,5002.0,EGRID in AV gefunden,723.0,723.2959010077121,
TEST-00427,CH367759404928,54,3988.0,EGRID in AV gefunden,49540.0,49539.946339957525,
TEST-00500,CH149174779078,728,3863.0,EGRID in AV gefunden,441.0,440.7441104973456,
TEST-00234,CH549583848330,1154,4032.0,EGRID in AV gefunden,425.0,424.8011979982234,
TEST-00506,CH467760407853,420,192.0,EGRID in AV gefunden,50.0,50.4975854978436,
TEST-00351,CH207728717133,270,4756.0,EGRID in AV gefunden,22221.0,22220.89566901356,
TEST-00961,CH157319023390,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00171,CH307706203102,B6396,198.0,EGRID in AV gefunden,6000.0,5999.978733507017,
TEST-00926,CH301735884675,413,561.0,EGRID in AV gefunden,1036.0,1035.679457494705,
TEST-00603,CH957563772827,7,3670.0,EGRID in AV gefunden,959.0,958.9378015016187,
TEST-00119,CH130177669568,20856,3762.0,EGRID in AV gefunden,188.0,188.41632249837485,
TEST-00082,CH259046233571,1199,576.0,EGRID in AV gefunden,237.0,236.9483274997404,
TEST-00629,CH167725140737,1423,200.0,EGRID in AV gefunden,1650.0,1649.8310115016343,
TEST-00370,CH973083715221,4801,6263.0,EGRID in AV gefunden,100.0,99.65937300081939,
TEST-00941,CH141105749946,2033,4196.0,EGRID in AV gefunden,524.0,523.7808244997241,
TEST-00496,CH873583274658,340,551.0,EGRID in AV gefunden,995.0,995.4140325001525,
TEST-00621,CH214802867745,8358,120.0,EGRID in AV gefunden,1068.0,1068.0041330166716,
TEST-00221,CH933286066063,2051,2611.0,EGRID in AV gefunden,97.0,97.14276750209842,
TEST-00411,CH797694713954,221,4147.0,EGRID in AV gefunden,5356.0,5356.3510964961615,
TEST-00593,CH397177812871,136,4791.0,EGRID in AV gefunden,5635.0,5635.287930494122,
TEST-00610,CH207714794861,2055,71.0,EGRID in AV gefunden,532.0,531.6626285011488,
TEST-00059,CH434620357061,6488,843.0,EGRID in AV gefunden,900.0,899.8882499985589,
TEST-00011,CH993281970682,2643,2493.0,EGRID in AV gefunden,1352.0,1351.692101994494,
TEST-00293,CH809407050220,189,5226.0,EGRID in AV gefunden,241.0,240.754998498683,
TEST-00463,CH527793180489,2475,3238.0,EGRID in AV gefunden,11999.0,11999.284120496995,
TEST-00007,CH219309217729,4188,3443.0,EGRID in AV gefunden,225.0,224.5690644915921,
TEST-00665,CH128404020709,658,5077.0,EGRID in AV gefunden,479.0,478.7937140026353,
TEST-00068,CH431277537618,970,22.0,EGRID in AV gefunden,1074.0,1073.6322159981792,
TEST-00573,CH240861770661,794,2868.0,EGRID in AV gefunden,10055.0,10054.747535507633,
TEST-00428,CH613502462445,1270,584.0,EGRID in AV gefunden,55603.0,55602.72002048299,
TEST-00461,CH159665876337,10056,6639.0,EGRID in AV gefunden,6959.0,6959.047300003993,
TEST-00688,CH907754900852,163,2973.0,EGRID in AV gefunden,117.0,117.3064539961034,
TEST-00574,CH727774224047,836,1372.0,EGRID in AV gefunden,822.0,822.1109330040488,
TEST-00897,CH807966420175,53299,3762.0,EGRID in AV gefunden,12465.0,12465.16143499446,
TEST-00327,CH957798778091,579,3036.0,EGRID in AV gefunden,68.0,68.18902400114746,
TEST-00823,CH550222796931,1573,1632.0,EGRID in AV gefunden,387.0,387.4862224929369,
TEST-00415,CH941674768494,680,4169.0,EGRID in AV gefunden,2807.0,2806.8502915049403,
TEST-00053,CH684985017883,1710,2284.0,EGRID in AV gefunden,500.0,500.522718005714,
TEST-00054,CH189152303650,2428,6134.0,EGRID in AV gefunden,412.0,411.96918649612616,
TEST-00471,CH950752313061,1189,6052.0,EGRID in AV gefunden,1547.0,1546.5806355012746,
TEST-00734,CH132977297624,962,81.0,EGRID in AV gefunden,1108.0,1107.9316559835593,
TEST-00571,CH384602078914,1239,5017.0,EGRID in AV gefunden,307.0,303.26179500383586,
TEST-00883,CH192177709302,380,3443.0,EGRID in AV gefunden,306.0,306.2647985011847,
TEST-00166,CH710737029825,146,5125.0,EGRID in AV gefunden,2490.0,2490.473358009498,
TEST-00132,CH807850791524,1393,4062.0,EGRID in AV gefunden,320.0,319.7233834977491,
TEST-00686,CH789387557740,2430,3234.0,EGRID in AV gefunden,1969.0,1969.4779404990036,
TEST-00071,CH367023528185,1665,4002.0,EGRID in AV gefunden,389.0,388.6526879963964,
TEST-00538,CH127779736429,225,3342.0,EGRID in AV gefunden,8531.0,8531.008936504932,
