ID,EGRID
1086/8174/1,CH590877615489
1086/8175/1,CH953607784611
1086/8175/3,CH907846350769
1086/8176/1,CH394605843520
1086/8177/1,CH289849547732
1086/8178/2,0000000000
1086/8180/1,CH722347523019
1086/8181/1,CH540702859714
1086/8182/1,CH469802070187
1086/8183/1,CH751536775786
1086/8184/1,CH570671124431
1086/8185/1,CH607906714567
1086/8186/1,CH627794178862
1086/8187/1,CH257617784154
1086/8188/1,CH414558837352
1086/8189/1,CH170677814403
1086/8190/1,CH838312958861
1086/8191/1,CH459056843224
1086/8193/1,CH387902070184
1086/8194/1,CH295073743543
1086/8195/1,CH536677262417
1086/8196/2,CH979777884862
1086/8197/1,CH945769778102
1086/8198/1,CH495097003578
1086/8199/1,CH298393984554
1086/8201/1,CH667785847420
1086/8202/1,CH807335235039
1086/8203/1,CH757143774476
1086/8204/1,CH207722969486
1086/8205/1,CH267799126759
1086/8206/1,CH558277736616
1086/8207/1,CH382453937797
1086/8208/1,CH519419787727
1086/8209/1,CH827804413975
1086/8210/1,CH924109463514
1086/8211/1,CH845691788750
1086/8212/1,CH443546290826
1086/8213/1,CH802435354669
1086/8214/1,CH234577037426
1086/8215/1,CH307940812250
1086/8216/1,CH674677000703
1086/8217/1,CH637777578913
1086/8218/1,CH637477911467
1086/8220/1,CH943546026376
1086/8221/1,CH152983714504
1086/8223/1,CH760502073735
1086/8226/1,CH181802070252
1086/8230/1,CH787883950941
1086/8231/1,0000000000
1086/8232/1,CH381410948366
1086/8233/1,CH320525463576
1086/8234/1,CH340011774077
1086/8236/1,CH635253307925
1086/8238/1,CH274586918327
1086/8239/1,CH248928777443
1086/8240/1,CH840644744831
1086/8241/1,0000000000
1086/8242/1,CH570716280208
1086/8244/1,CH827887999172
1086/8245/1,CH407717796546
1086/8246/1,CH789622407707
1086/8247/1,CH540632719608
1086/8249/1,CH934877387982
1086/8250/1,CH870728540211
1086/8250/2,CH885402072877
1086/8251/1,CH907703974565
1086/8252/1,CH536597638283
1086/8252/2,
1086/8253/1,CH316872087844
1086/8254/1,CH707536316469
1086/8256/1,CH276877070808
1086/8257/1,CH790208760730
1086/8258/1,CH408645598378
1086/8267/1,CH630203075575
1086/8270/1,CH490227030783
1086/8271/1,CH430377907059
1086/8272/1,0000000000
1086/8273/1,CH373573534646
1086/8274/1,CH111073937757
1086/8275/1,CH362546353922
1086/8275/2,CH762046353030
1086/8275/3,CH185146352318
1086/8275/4,CH673523674661
1086/8275/5,CH702335684631
1086/8275/6,CH784546352373
1086/8275/7,CH694624733571
1086/8275/8,CH687346352429
1086/8275/9,CH973523684653
1086/8275/10,CH613573462485
1086/8275/11,CH622473463596
1086/8275/12,CH558046243542
1086/8275/13,CH913666647907
1086/8275/14,CH473525534656
1086/8275/15,CH986046352583
1086/8275/16,CH434625355333
1086/8275/17,CH943546236808
1086/8275/18,CH423901463519
1086/8275/19,CH467164360669
1086/8275/20,CH757564823663
1086/8275/22,CH473684866460
1086/8276/1,CH790770373904
1086/8277/1,CH771575706670
1086/8278/1,CH667046357131
1086/8280/1,0000000000
1086/8285/1,CH139477353439
1086/8286/1,CH140447781526
1086/8287/1,CH834977227841
1086/8288/1,CH607106683214
1086/8289/1,CH937977917065
1086/8290/1,0000000000
1086/8291/1,CH975577936104
1086/8292/1,CH934777227366
1086/8293/1,CH973777752694
1086/8294/1,0000000000
1086/8295/1,CH619396537880
1086/8296/1,CH482453937961
1086/8297/1,CH367739650778
1086/8298/1,CH467717027374
1086/8298/2,CH470277871718
1086/8298/3,CH488717027726
1086/8298/4,CH840217777159
1086/8300/1,CH745154770060
1086/8301/1,CH149410718910
1086/8302/1,CH313691047870
1086/8303/1,CH986046353474
1086/8303/2,CH113531463144
1086/8304/1,CH876777840984
1086/8305/1,0000000000
1086/8306/1,0000000000
1086/8306/2,0000000000
1086/8309/1,0000000000
1086/8312/1,0000000000
1086/8313/1,0000000000
1086/8314/1,0000000000
1086/8315/1,0000000000
1086/8319/1,0000000000
1086/8322/1,0000000000
1086/8324/1,0000000000
1086/8325/1,0000000000
1086/8332/1,0000000000
1086/8333/1,0000000000
1086/8334/1,0000000000
1086/8335/1,0000000000
1086/8337/1,0000000000
1086/8339/1,0000000000
1086/8340/1,0000000000
1086/8343/1,0000000000
1086/8343/2,0000000000
1086/8344/1,0000000000
1086/8346/1,0000000000
1086/8346/2,0000000000
1086/8349/1,0000000000
1086/8361/1,0000000000
1086/8363/1,0000000000
1086/8364/1,0000000000
1086/8367/1,0000000000
1086/8368/1,0000000000
1086/8374/1,0000000000
1086/8375/1,0000000000
1086/8376/1,0000000000
1086/8376/2,0000000000
1086/8377/1,0000000000
1086/8384/1,0000000000
1086/8385/1,0000000000
1086/8389/1,0000000000
1086/8392/1,0000000000
1086/8396/1,0000000000
1086/8397/1,0000000000
1086/8398/1,0000000000
1086/8401/1,0000000000
1086/8403/1,0000000000
1086/8405/1,0000000000
1086/8407/2,0000000000
1086/8408/1,0000000000
1086/8409/1,0000000000
1086/8410/1,0000000000
1086/8412/1,0000000000
1086/8415/1,0000000000
1086/8419/1,0000000000
1086/8424/1,0000000000
1086/8425/1,0000000000
1086/8426/1,0000000000
1086/8430/1,0000000000
1086/8432/1,CH990287920776
1086/8438/1,CH991089489481
1086/8441/1,CH814684057779
1086/8443/1,0000000000
1086/8445/2,
1086/8445/3,
1086/8445/4,
1086/8445/5,
1086/8448/1,0000000000
1086/8451/1,CH459399789197
1086/8452/1,CH214547837622
1086/8456/1,CH367764227115
1086/8456/2,CH472277716461
1086/8456/3,CH467764227079
1086/8457/1,CH197078836913
1086/8461/2,CH159909776701
1086/8466/1,CH268283451521
1086/8467/1,CH857922772732
1086/8474/1,CH930221079463
1086/8476/1,CH457383784551
1086/8479/1,
1086/8483/1,CH330209078692
1086/8484/1,CH268846359842
1086/8486/1,CH727777865210
//,
